Transect,collect_period,Measurement,Depth_Measurement,Braking,Inner width ,Outer width ,Trail characteristics  ,Corner (if applicable),Type of Turn,Going into Turn ,Notes,,,
57,,60,34,2,,,35L/10R/55S,,,,,,,
57,,70,43,2,,,35L/10R/55S,,,,,,,
57,,80,53,2,,,35L/10R/55S,,,,,,,
57,,90,61,2,,,35L/10R/55S,,,,,,,
57,,100,70,2,,,35L/10R/55S,,,,,,,1
57,,110,81,2,,,35L/10R/55S,,,,,,,2
57,,120,85,2,,,35L/10R/55S,,,,,,,3
57,,130,91,2,,,35L/10R/55S,,,,,,,4
57,,140,96,2,,,35L/10R/55S,,,,,,,
57,,150,100,2,,,35L/10R/55S,,,,,,,
57,,160,100,2,,,35L/10R/55S,,,,,,,
57,,170,105,2,,,35L/10R/55S,,,,,,,
57,,180,109,2,,,35L/10R/55S,,,,,,,
57,,190,112,2,,,35L/10R/55S,,,,,,,
57,,200,112,2,,,35L/10R/55S,,,,,,,
57,,210,111,2,,,35L/10R/55S,,,,,,,
57,,220,111,2,,,35L/10R/55S,,,,,,,
57,,230,113,2,,,35L/10R/55S,,,,,,,
57,,240,114,2,,,35L/10R/55S,,,,,,,
57,,250,114,2,,,35L/10R/55S,,,,,,,
57,,260,113,2,,,35L/10R/55S,,,,,,,
57,,270,114,2,,,35L/10R/55S,,,,,,,
57,,280,116,2,,,35L/10R/55S,,,,,,,
57,,290,116,2,,,35L/10R/55S,,,,,,,
57,,300,118,2,,,35L/10R/55S,,,,,,,
57,,310,119,2,,,35L/10R/55S,,,,,,,
57,,320,120,2,,,35L/10R/55S,,,,,,,
57,,330,121,2,,,35L/10R/55S,,,,,,,
57,,340,123,2,,,35L/10R/55S,,,,,,,
57,,350,123,2,,,35L/10R/55S,,,,,,,
57,,360,123,2,,,35L/10R/55S,,,,,,,
57,,370,126,2,,,35L/10R/55S,,,,,,,
57,,380,126,2,,,35L/10R/55S,,,,,,,
57,,390,125,2,,,35L/10R/55S,,,,,,,
57,,400,133,2,,,35L/10R/55S,,,,,,,
57,,410,137,2,,,35L/10R/55S,,,,,,,
57,,420,139,2,,,35L/10R/55S,,,,,,,
57,,430,144,2,,,35L/10R/55S,,,,,,,
57,,440,146,2,,,35L/10R/55S,,,,,,,
57,,450,148,2,,,35L/10R/55S,,,,,,,
57,,460,152,2,,,35L/10R/55S,,,,,,,
57,,470,158,2,,,35L/10R/55S,,,,,,,
57,,480,163,2,,,35L/10R/55S,,,,,,,
57,,490,165,2,,,35L/10R/55S,,,,,,,
57,,500,166,2,,,35L/10R/55S,,,,,,,
58,14-Oct-24,10,4,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,20,3,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,30,4,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,40,5,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,50,4,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,60,5,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,70,7,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,80,8,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,90,13,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,100,15,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,110,15,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,120,16,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,130,22,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,140,24,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,150,24,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,160,26,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,170,25,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,180,20,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,190,20,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,200,19,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,210,18,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,220,19,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,230,21,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,240,21,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,250,21,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,260,22,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,270,22,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,280,23,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,290,14,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,300,23,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,310,25,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,320,24,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,330,22,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,340,16,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,350,22,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
58,,360,22,4,226-266,90-203,45R/5RO/20L/30S,Corner ,3,1,,,,
59,14-Oct-24,10,5,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,20,8,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,30,12,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,40,19,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,50,25,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,60,32,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,70,43,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,80,47,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,90,52,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,100,57,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,110,56,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,120,57,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,130,58,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,140,58,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,150,57,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,160,55,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,170,56,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,180,59,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,190,58,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,200,61,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,210,70,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,220,72,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,230,76,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,240,78,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,250,86,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,260,91,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,270,93,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,280,92,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
59,,290,95,3,122-156,84-173,60R/20L/20S,Corner,1,1,,,,
60,13-Dec-24,10,5,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,20,9,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,30,15,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,40,18,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,50,27,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,60,35,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,70,42,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,80,53,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,90,56,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,100,64,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,110,68,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,120,70,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,130,76,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,140,80,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,150,81,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,160,84,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,170,86,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,180,88,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,190,91,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,200,92,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,210,96,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,220,97,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,230,98,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,240,98,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,250,97,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,260,97,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,270,95,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,280,97,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,290,98,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,300,100,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,310,103,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,320,107,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,330,108,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,340,112,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,350,116,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,360,118,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,370,121,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,380,125,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,390,129,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,400,138,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,410,142,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,420,145,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,430,151,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,440,153,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
60,,450,,1,210-254,192-277,15R/5RO/30L/50S,,,,,,,
61,,,,,,,,,,,,,,
61,,,,,,,,,,,Confirmed gone on April 30 25,,,
62,15-Apr-25,10,6,,175-238,140-172,40R/20L/40S,No,,,,,,
62,,10,6,,175-238,140-172,40R/20L/40S,No,,,,,,
62,,20,7,,,,,,,,,,,
62,,30,8,,,,,,,,,,,
62,,40,8,,,,,,,,,,,
62,,50,10,,,,,,,,,,,
62,,60,14,,,,,,,,,,,
62,,70,17,,,,,,,,,,,
62,,80,19,,,,,,,,,,,
62,,90,18,,,,,,,,,,,
62,,100,24,,,,,,,,,,,
62,,110,25,,,,,,,,,,,
62,,120,26,,,,,,,,,,,
62,,130,27,,,,,,,,,,,
62,,140,26,,,,,,,,,,,
62,,150,30,,,,,,,,,,,
62,,160,23,,,,,,,,,,,
62,,170,33,,,,,,,,,,,
62,,180,33,,,,,,,,,,,
62,,190,30,,,,,,,,,,,
62,,200,38,,,,,,,,,,,
62,,210,33,,,,,,,,,,,
62,,220,39,,,,,,,,,,,
62,,230,38,,,,,,,,,,,
62,,240,38,,,,,,,,,,,
62,,250,36,,,,,,,,,,,
62,,260,34,,,,,,,,,,,
62,,270,37,,,,,,,,,,,
62,,280,38,,,,,,,,,,,
62,,290,39,,,,,,,,,,,
62,,300,38,,,,,,,,,,,
62,,310,39,,,,,,,,,,,
62,,320,38,,,,,,,,,,,
62,,330,40,,,,,,,,,,,
62,,340,42,,,,,,,,,,,
62,,350,47,,,,,,,,,,,
62,,360,45,No,,,,,,,,,,
62,,370,45,,,,,,,,,,,
62,,380,45,,,,,,,,,,,
62,,390,48,,,,,,,,,,,
62,,400,46,,,,,,,,,,,
62,,410,47,,,,,,,,,,,
62,,420,46,,,,,,,,,,,
62,,430,46,,,,,,,,,,,
62,,440,45,,,,,,,,,,,
62,,450,4,,,,,,,,,,,
63,31-Oct-24,10,2,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,20,4,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,30,4,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,40,5,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,50,6,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,60,7,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,70,6,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,80,8,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,90,9,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,100,9,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,110,11,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,120,15,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,130,16,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,140,15,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,150,16,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,160,15,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,170,17,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,180,15,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,190,17,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,200,17,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,210,16,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,220,17,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,230,16,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,240,19,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,250,18,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,260,19,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,270,18,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,280,19,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,290,21,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,300,21,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,310,21,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,320,20,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,330,20,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,340,21,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,350,20,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,360,17,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,370,15,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,380,17,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,390,16,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,400,17,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
63,,410,18,4,114-348,87-376,60R/5RO/15L/20S,,,,,,,
64,31-Oct-24,10,2,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,20,5,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,30,17,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,40,26,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,50,32,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,60,51,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,70,55,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,80,58,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,90,63,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,100,66,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,110,69,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,120,72,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,130,72,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,140,73,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,150,74,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,160,75,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,170,75,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,180,75,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,190,75,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,200,74,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,210,74,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,220,73,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,230,73,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,240,71,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
64,,250,67,1,141-197,115-232,15R/25L/10RO/50S,,,,,,,
65,12-Sep-24,10,90,2,90-140,80-160,50L/50S,None,,,Transect marker is green,,,
65,fall,20,90,2,90-140,80-161,50L/50S,None,,,,,,
65,fall,30,90,2,90-140,80-162,50L/50S,None,,,,,,
65,fall,40,90,2,90-140,80-163,50L/50S,None,,,,,,
65,fall,50,90,2,90-140,80-164,50L/50S,None,,,,,,
65,fall,60,90,2,90-140,80-165,50L/50S,None,,,,,,
65,fall,70,90,2,90-140,80-166,50L/50S,None,,,,,,
65,fall,80,90,2,90-140,80-167,50L/50S,None,,,,,,
65,fall,90,90,2,90-140,80-168,50L/50S,None,,,,,,
65,fall,100,90,2,90-140,80-169,50L/50S,None,,,,,,
65,fall,110,90,2,90-140,80-170,50L/50S,None,,,,,,
65,fall,120,90,2,90-140,80-171,50L/50S,None,,,,,,
65,fall,130,90,2,90-140,80-172,50L/50S,None,,,,,,
65,fall,140,90,2,90-140,80-173,50L/50S,None,,,,,,
65,fall,150,90,2,90-140,80-174,50L/50S,None,,,,,,
65,fall,160,90,2,90-140,80-175,50L/50S,None,,,,,,
65,fall,170,90,2,90-140,80-176,50L/50S,None,,,,,,
65,fall,180,90,2,90-140,80-177,50L/50S,None,,,,,,
65,fall,190,90,2,90-140,80-178,50L/50S,None,,,,,,
65,fall,200,90,2,90-140,80-179,50L/50S,None,,,,,,
65,fall,210,90,2,90-140,80-180,50L/50S,None,,,,,,
65,fall,220,90,2,90-140,80-181,50L/50S,None,,,,,,
65,fall,230,90,2,90-140,80-182,50L/50S,None,,,,,,
65,fall,240,90,2,90-140,80-183,50L/50S,None,,,,,,
65,fall,250,90,2,90-140,80-184,50L/50S,None,,,,,,
65,fall,260,90,2,90-140,80-185,50L/50S,None,,,,,,
65,fall,270,90,2,90-140,80-186,50L/50S,None,,,,,,
65,fall,280,90,2,90-140,80-187,50L/50S,None,,,,,,
65,fall,290,90,2,90-140,80-188,50L/50S,None,,,,,,
65,fall,300,90,2,90-140,80-189,50L/50S,None,,,,,,
65,fall,310,90,2,90-140,80-190,50L/50S,None,,,,,,
65,fall,320,90,2,90-140,80-191,50L/50S,None,,,,,,
65,fall,330,90,2,90-140,80-192,50L/50S,None,,,,,,
65,fall,340,90,2,90-140,80-193,50L/50S,None,,,,,,
65,fall,10,90,2,90-140,80-194,50L/50S,None,,,,,,
66,12-Sep-24,20,90,2,95-140,65-175,10RO/5R/20L/65S,Yes,1,1,Inbetween two turns,,,
66,fall,30,90,2,95-140,65-176,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,40,90,2,95-140,65-177,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,50,90,2,95-140,65-178,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,60,90,2,95-140,65-179,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,70,90,2,95-140,65-180,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,80,90,2,95-140,65-181,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,90,90,2,95-140,65-182,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,100,90,2,95-140,65-183,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,110,90,2,95-140,65-184,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,120,90,2,95-140,65-185,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,130,90,2,95-140,65-186,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,140,90,2,95-140,65-187,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,150,90,2,95-140,65-188,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,160,90,2,95-140,65-189,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,170,90,2,95-140,65-190,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,180,90,2,95-140,65-191,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,190,90,2,95-140,65-192,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,200,90,2,95-140,65-193,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,210,90,2,95-140,65-194,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,220,90,2,95-140,65-195,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,230,90,2,95-140,65-196,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,240,90,2,95-140,65-197,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,250,90,2,95-140,65-198,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,260,90,2,95-140,65-199,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,270,90,2,95-140,65-200,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,280,90,2,95-140,65-201,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,290,90,2,95-140,65-202,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,300,90,2,95-140,65-203,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,310,90,2,95-140,65-204,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,320,90,2,95-140,65-205,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,330,90,2,95-140,65-206,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,340,90,2,95-140,65-207,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,350,90,2,95-140,65-208,10RO/5R/20L/65S,Yes,1,1,,,,
66,fall,360,90,2,95-140,65-209,10RO/5R/20L/65S,Yes,1,1,,,,
67,12-Sep-24,10,90,3,68-137,45-195,15RO/45L/40S,Yes,1,1,,,,
67,fall,20,90,3,68-137,45-196,15RO/45L/40S,Yes,1,1,,,,
67,fall,30,90,3,68-137,45-197,15RO/45L/40S,Yes,1,1,,,,
67,fall,40,90,3,68-137,45-198,15RO/45L/40S,Yes,1,1,,,,
67,fall,50,90,3,68-137,45-199,15RO/45L/40S,Yes,1,1,,,,
67,fall,60,90,3,68-137,45-200,15RO/45L/40S,Yes,1,1,,,,
67,fall,70,90,3,68-137,45-201,15RO/45L/40S,Yes,1,1,,,,
67,fall,80,90,3,68-137,45-202,15RO/45L/40S,Yes,1,1,,,,
67,fall,90,90,3,68-137,45-203,15RO/45L/40S,Yes,1,1,,,,
67,fall,100,90,3,68-137,45-204,15RO/45L/40S,Yes,1,1,,,,
67,fall,110,90,3,68-137,45-205,15RO/45L/40S,Yes,1,1,,,,
67,fall,120,90,3,68-137,45-206,15RO/45L/40S,Yes,1,1,,,,
67,fall,130,90,3,68-137,45-207,15RO/45L/40S,Yes,1,1,,,,
67,fall,140,90,3,68-137,45-208,15RO/45L/40S,Yes,1,1,,,,
67,fall,150,90,3,68-137,45-209,15RO/45L/40S,Yes,1,1,,,,
67,fall,160,90,3,68-137,45-210,15RO/45L/40S,Yes,1,1,,,,
67,fall,170,90,3,68-137,45-211,15RO/45L/40S,Yes,1,1,,,,
67,fall,180,90,3,68-137,45-212,15RO/45L/40S,Yes,1,1,,,,
67,fall,190,90,3,68-137,45-213,15RO/45L/40S,Yes,1,1,,,,
67,fall,200,90,3,68-137,45-214,15RO/45L/40S,Yes,1,1,,,,
67,fall,210,90,3,68-137,45-215,15RO/45L/40S,Yes,1,1,,,,
67,fall,220,90,3,68-137,45-216,15RO/45L/40S,Yes,1,1,,,,
67,fall,230,90,3,68-137,45-217,15RO/45L/40S,Yes,1,1,,,,
67,fall,240,90,3,68-137,45-218,15RO/45L/40S,Yes,1,1,,,,
67,fall,250,90,3,68-137,45-219,15RO/45L/40S,Yes,1,1,,,,
67,fall,260,90,3,68-137,45-220,15RO/45L/40S,Yes,1,1,,,,
67,fall,270,90,3,68-137,45-221,15RO/45L/40S,Yes,1,1,,,,
67,fall,280,90,3,68-137,45-222,15RO/45L/40S,Yes,1,1,,,,
67,fall,290,90,3,68-137,45-223,15RO/45L/40S,Yes,1,1,,,,
67,fall,300,90,3,68-137,45-224,15RO/45L/40S,Yes,1,1,,,,
68,13-Dec-24,10,4,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,20,7,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,30,9,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,40,15,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,50,19,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,60,25,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,70,31,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,80,35,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,90,40,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,100,42,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,110,45,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,120,47,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,130,49,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,140,52,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,150,53,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,160,52,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,170,51,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,180,51,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,190,49,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,200,47,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,210,47,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,220,48,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,230,48,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,240,51,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,250,54,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
68,fall,260,58,3,132-177,105-202,R15/RO15/40L/30S,,,,,,,
